CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,HasSupportTickets,LastLoginDaysAgo,ContractRenewal,Churn
CUST1076,61,Male,Standard,64.23,10,1,76,Yes,0
CUST1077,51,Female,Premium,90.79,24,0,7,Yes,0
CUST1078,27,Male,Basic,31.12,40,0,76,Yes,0
CUST1079,53,Male,Basic,33.99,47,0,69,Yes,0
CUST1080,31,Female,Basic,28.24,21,0,20,No,1
CUST1081,48,Male,Basic,22.77,25,0,6,Yes,0
CUST1082,65,Female,Standard,59.97,52,0,89,Yes,0
CUST1083,32,Female,Standard,55.74,57,0,78,Yes,0
CUST1084,25,Female,Standard,59.18,59,1,55,Yes,0
CUST1085,31,Male,Basic,26.76,23,0,48,Yes,0
CUST1086,40,Male,Standard,67.21,22,0,41,Yes,0
CUST1087,57,Male,Basic,31.75,4,1,22,Yes,0
CUST1088,38,Female,Standard,42.56,34,0,51,Yes,0
CUST1089,33,Female,Standard,53.49,56,1,78,No,1
CUST1090,62,Female,Basic,35.13,6,0,52,Yes,0
CUST1091,35,Female,Basic,35.88,28,0,15,Yes,0
CUST1092,64,Female,Basic,29.89,31,0,36,No,1
CUST1093,41,Female,Premium,96.84,35,0,17,Yes,0
CUST1094,43,Male,Premium,78.03,39,0,19,Yes,0
CUST1095,42,Female,Standard,52.32,42,0,45,No,1
CUST1096,62,Male,Basic,37.97,23,0,1,Yes,0
CUST1097,58,Female,Standard,66.89,6,0,86,Yes,0
CUST1098,46,Female,Standard,60.57,16,0,62,No,1
CUST1099,32,Female,Premium,95.77,2,0,2,Yes,0
CUST1100,62,Male,Basic,21.78,24,0,45,Yes,0
CUST1101,18,Male,Basic,37.3,17,0,48,No,1
CUST1102,42,Male,Standard,49.62,45,0,0,Yes,0
CUST1103,24,Male,Basic,23.57,1,0,21,Yes,0
CUST1104,26,Male,Basic,24.79,6,1,13,Yes,0
CUST1105,41,Female,Basic,28.36,5,0,84,No,1
CUST1106,18,Female,Standard,47.54,57,1,44,No,1
CUST1107,61,Male,Premium,79.62,45,0,5,Yes,0
CUST1108,25,Male,Premium,74.05,55,0,64,Yes,0
CUST1109,41,Male,Standard,48.89,50,0,20,Yes,0
CUST1110,28,Female,Standard,57.17,29,1,3,No,1
CUST1111,68,Female,Basic,28.84,12,0,2,No,1
CUST1112,34,Female,Standard,50.4,39,0,29,No,1
CUST1113,25,Female,Basic,34.93,47,0,30,No,1
CUST1114,52,Female,Standard,66.81,3,0,33,Yes,0
CUST1115,52,Female,Basic,35.14,48,0,82,Yes,0
CUST1116,50,Male,Basic,26.64,1,0,19,No,1
CUST1117,22,Female,Basic,34.89,27,0,86,No,1
CUST1118,59,Male,Basic,23.04,48,0,53,Yes,0
CUST1119,56,Female,Basic,22.61,24,0,24,Yes,0
CUST1120,58,Male,Basic,26.91,44,1,14,No,1
CUST1121,45,Female,Premium,94.23,19,1,37,Yes,0
CUST1122,24,Female,Standard,47.39,59,0,22,Yes,0
CUST1123,26,Female,Standard,41.9,8,0,51,Yes,0
CUST1124,25,Female,Premium,73.95,55,1,65,Yes,0
CUST1125,29,Male,Premium,95.76,44,0,56,Yes,0
CUST1126,51,Male,Standard,59.01,47,0,56,No,1
CUST1127,50,Male,Premium,77.6,2,1,78,Yes,0
CUST1128,65,Male,Basic,31.11,30,0,51,Yes,0
CUST1129,40,Female,Basic,30.55,30,0,34,Yes,0
CUST1130,41,Male,Standard,59.66,49,1,73,No,1
CUST1131,54,Female,Standard,47.0,39,0,13,No,1
CUST1132,52,Female,Standard,65.93,45,1,13,No,1
CUST1133,61,Female,Basic,26.19,32,1,32,No,1
CUST1134,57,Male,Basic,33.88,1,1,51,Yes,0
CUST1135,39,Female,Standard,40.48,38,0,0,Yes,0
CUST1136,44,Female,Basic,27.45,13,0,33,Yes,0
CUST1137,52,Female,Standard,50.55,11,0,18,Yes,0
CUST1138,18,Female,Standard,56.3,10,0,23,Yes,0
CUST1139,52,Female,Standard,42.18,48,0,3,Yes,0
CUST1140,54,Male,Premium,93.7,59,0,35,No,1
CUST1141,64,Female,Premium,76.53,26,0,76,Yes,0
CUST1142,31,Male,Standard,60.31,56,0,57,Yes,0
CUST1143,20,Male,Standard,64.1,55,0,31,Yes,0
CUST1144,18,Male,Standard,56.86,20,1,8,Yes,0
CUST1145,22,Male,Basic,34.82,17,1,79,Yes,0
CUST1146,43,Male,Basic,33.24,17,1,66,Yes,0
CUST1147,31,Male,Basic,27.11,4,0,19,Yes,0
CUST1148,56,Female,Standard,64.27,5,1,73,Yes,0
CUST1149,44,Female,Standard,48.84,23,1,61,Yes,0
CUST1150,26,Female,Premium,87.14,46,0,57,Yes,0
CUST1151,32,Male,Basic,34.91,52,0,21,Yes,0
CUST1152,32,Male,Basic,27.58,10,0,66,Yes,0
CUST1153,43,Female,Premium,79.08,46,0,74,Yes,0
CUST1154,59,Male,Basic,29.19,28,0,88,Yes,0
CUST1155,30,Male,Standard,64.54,33,0,47,Yes,0
CUST1156,68,Female,Standard,67.9,43,1,7,Yes,0
CUST1157,49,Male,Standard,56.35,26,0,72,Yes,0
CUST1158,56,Female,Basic,33.23,55,0,14,Yes,0
CUST1159,66,Female,Basic,38.07,50,1,31,No,1
CUST1160,69,Male,Basic,21.97,48,0,52,No,1
CUST1161,49,Male,Standard,46.96,29,1,66,Yes,0
CUST1162,21,Female,Standard,61.27,27,0,3,Yes,0
CUST1163,47,Male,Basic,36.47,18,1,29,No,1
CUST1164,54,Male,Standard,65.71,40,0,12,Yes,0
CUST1165,40,Female,Premium,82.45,10,0,20,Yes,0
CUST1166,56,Male,Basic,21.79,58,0,40,Yes,0
CUST1167,62,Female,Standard,53.13,42,1,18,Yes,0
CUST1168,32,Female,Standard,46.92,5,1,47,No,1
CUST1169,60,Male,Basic,25.82,10,0,85,Yes,0
CUST1170,46,Male,Basic,35.45,50,1,62,Yes,0
CUST1171,53,Male,Standard,42.27,21,0,19,Yes,0
CUST1172,30,Male,Premium,94.83,24,0,63,Yes,0
CUST1173,49,Male,Premium,82.83,38,1,36,Yes,0
CUST1174,24,Female,Standard,57.88,3,0,30,Yes,0
CUST1175,68,Male,Standard,42.69,40,0,73,Yes,0
CUST1176,39,Female,Basic,26.75,31,1,17,No,1
CUST1177,45,Female,Standard,42.69,41,1,19,Yes,0
CUST1178,19,Female,Standard,68.85,37,1,81,No,1
CUST1179,59,Female,Basic,36.15,2,1,10,No,1
CUST1180,62,Male,Standard,53.79,2,0,85,Yes,0
CUST1181,23,Female,Standard,46.71,39,1,43,No,1
CUST1182,45,Female,Basic,38.67,49,0,81,No,1
CUST1183,45,Male,Premium,80.34,42,1,63,No,1
CUST1184,61,Male,Basic,23.22,44,0,33,Yes,0
CUST1185,61,Female,Basic,31.26,34,0,86,Yes,0
CUST1186,37,Male,Basic,38.88,42,0,64,No,1
CUST1187,47,Male,Premium,70.11,20,0,54,Yes,0
CUST1188,28,Male,Standard,47.14,33,0,73,Yes,0
CUST1189,45,Male,Basic,38.77,4,1,0,No,1
CUST1190,42,Female,Standard,45.13,45,1,37,No,1
CUST1191,56,Female,Basic,22.26,44,0,8,Yes,0
CUST1192,50,Female,Premium,87.11,11,1,70,Yes,0
CUST1193,18,Male,Standard,65.86,42,0,16,Yes,0
CUST1194,44,Male,Standard,54.31,47,0,51,Yes,0
CUST1195,69,Female,Premium,99.84,5,0,17,Yes,0
CUST1196,30,Male,Basic,33.58,25,1,62,Yes,0
CUST1197,58,Male,Basic,21.48,49,1,32,No,1
CUST1198,20,Female,Standard,69.78,37,0,3,Yes,0
CUST1199,56,Male,Premium,82.24,34,0,86,Yes,0
CUST1200,23,Female,Basic,25.75,9,0,74,Yes,0
CUST1201,25,Male,Basic,31.16,6,0,51,Yes,0
CUST1202,44,Male,Basic,26.09,18,0,8,Yes,0
CUST1203,26,Male,Standard,42.59,14,0,63,Yes,0
CUST1204,54,Female,Basic,20.03,19,0,29,Yes,0
CUST1205,50,Female,Standard,53.49,14,1,7,Yes,0
CUST1206,68,Female,Premium,95.11,40,0,4,Yes,0
CUST1207,59,Female,Standard,57.17,17,0,75,Yes,0
CUST1208,61,Male,Basic,39.98,35,0,62,No,1
CUST1209,41,Female,Standard,48.61,29,1,0,Yes,0
CUST1210,32,Male,Basic,25.61,42,1,14,Yes,0
CUST1211,49,Female,Premium,74.79,17,1,88,No,1
CUST1212,49,Male,Standard,44.92,59,0,81,Yes,0
CUST1213,41,Female,Basic,25.7,43,1,37,Yes,0
CUST1214,58,Male,Standard,63.79,8,0,41,Yes,0
CUST1215,69,Male,Standard,67.17,1,0,45,Yes,0
CUST1216,66,Female,Standard,69.25,45,0,52,No,1
CUST1217,66,Male,Basic,24.65,53,0,25,Yes,0
CUST1218,69,Male,Premium,96.44,36,1,60,Yes,0
CUST1219,29,Male,Premium,79.85,7,1,66,No,1
CUST1220,56,Male,Standard,43.39,46,0,53,No,1
CUST1221,19,Female,Premium,96.1,5,0,21,Yes,0
CUST1222,20,Female,Basic,32.72,24,0,25,Yes,0
CUST1223,66,Female,Standard,44.94,28,0,82,Yes,0
CUST1224,54,Female,Standard,52.89,43,0,59,Yes,0
CUST1225,66,Male,Standard,48.62,17,1,38,Yes,0
CUST1226,34,Female,Standard,62.1,37,1,35,Yes,0
CUST1227,66,Male,Basic,29.07,20,0,20,Yes,0
CUST1228,19,Male,Basic,39.79,3,1,40,Yes,0
CUST1229,19,Female,Basic,21.09,37,0,47,Yes,0
CUST1230,45,Male,Basic,27.1,26,0,25,Yes,0
CUST1231,40,Female,Standard,54.46,15,0,62,Yes,0
CUST1232,54,Male,Basic,30.06,51,0,76,Yes,0
CUST1233,49,Female,Basic,26.32,48,1,35,Yes,0
CUST1234,50,Female,Standard,61.88,8,0,23,Yes,0
CUST1235,18,Female,Standard,66.24,13,0,89,Yes,0
CUST1236,36,Female,Premium,98.16,48,0,20,Yes,0
CUST1237,19,Female,Standard,64.15,3,1,17,Yes,0
CUST1238,61,Male,Basic,37.01,1,0,14,Yes,0
CUST1239,43,Female,Premium,86.52,9,1,78,Yes,0
CUST1240,49,Male,Standard,64.78,31,1,5,Yes,0
CUST1241,23,Female,Basic,26.07,41,0,42,Yes,0
CUST1242,49,Female,Standard,51.95,54,0,30,Yes,0
CUST1243,21,Female,Premium,79.51,26,1,27,Yes,0
CUST1244,28,Male,Basic,29.35,17,0,7,Yes,0
CUST1245,34,Male,Basic,25.71,56,1,28,Yes,0
CUST1246,55,Female,Basic,39.23,34,0,20,Yes,0
CUST1247,41,Male,Basic,26.26,9,0,80,No,1
CUST1248,22,Male,Standard,42.94,56,1,87,Yes,0
CUST1249,69,Male,Standard,55.8,51,1,57,No,1
CUST1250,51,Female,Basic,21.14,13,1,59,Yes,0
CUST1251,23,Female,Premium,73.32,5,0,49,No,1
CUST1252,39,Male,Premium,76.58,41,1,30,No,1
CUST1253,28,Male,Standard,53.93,13,1,46,No,1
CUST1254,65,Male,Premium,83.0,1,1,33,Yes,0
CUST1255,33,Female,Basic,35.99,25,0,1,Yes,0
CUST1256,50,Female,Standard,62.18,47,0,66,Yes,0
CUST1257,26,Male,Standard,52.79,4,1,71,No,1
CUST1258,23,Male,Premium,80.01,36,0,51,Yes,0
CUST1259,33,Male,Premium,79.49,52,0,6,Yes,0
CUST1260,46,Female,Basic,35.48,10,0,75,Yes,0
CUST1261,20,Female,Premium,71.56,28,0,18,Yes,0
CUST1262,37,Male,Basic,20.26,57,0,89,Yes,0
CUST1263,53,Male,Premium,93.87,6,0,14,Yes,0
CUST1264,36,Male,Premium,84.31,27,1,77,Yes,0
CUST1265,43,Female,Basic,22.62,56,0,47,Yes,0
CUST1266,20,Male,Standard,47.07,12,0,13,No,1
CUST1267,36,Female,Basic,38.65,52,0,2,Yes,0
CUST1268,37,Female,Standard,65.79,48,0,49,No,1
CUST1269,49,Male,Standard,61.29,3,0,53,Yes,0
CUST1270,24,Male,Standard,54.47,46,1,5,Yes,0
CUST1271,69,Male,Premium,85.61,33,0,48,Yes,0
CUST1272,58,Female,Standard,69.26,10,1,22,Yes,0
CUST1273,50,Female,Standard,68.97,31,0,77,Yes,0
CUST1274,57,Female,Premium,76.46,15,0,77,Yes,0
CUST1275,56,Female,Premium,94.33,7,0,19,Yes,0
CUST1276,35,Male,Basic,23.94,36,0,76,No,1
CUST1277,57,Female,Premium,76.41,14,1,59,Yes,0
CUST1278,18,Female,Basic,33.52,56,1,44,Yes,0
CUST1279,28,Male,Premium,82.15,48,0,60,Yes,0
CUST1280,45,Female,Basic,38.63,14,0,55,Yes,0
CUST1281,42,Female,Basic,21.78,3,0,1,Yes,0
CUST1282,67,Female,Standard,55.35,49,0,44,Yes,0
CUST1283,40,Female,Standard,67.56,53,1,39,No,1
CUST1284,48,Female,Basic,38.08,46,0,23,Yes,0
CUST1285,47,Female,Basic,23.13,50,1,28,Yes,0
CUST1286,59,Male,Standard,51.0,3,0,66,No,1
CUST1287,52,Male,Premium,88.57,22,0,67,No,1
CUST1288,24,Female,Basic,23.19,19,0,65,No,1
CUST1289,33,Male,Basic,39.36,35,0,83,Yes,0
CUST1290,43,Male,Standard,67.44,12,1,53,Yes,0
CUST1291,65,Male,Basic,23.34,54,0,52,Yes,0
CUST1292,69,Male,Premium,73.63,5,1,78,No,1
CUST1293,66,Female,Premium,72.56,10,0,48,No,1
CUST1294,19,Female,Standard,67.28,41,1,31,Yes,0
CUST1295,18,Male,Basic,23.87,33,0,60,Yes,0
CUST1296,65,Male,Premium,82.49,13,1,41,No,1
CUST1297,29,Male,Standard,53.47,35,1,0,Yes,0
CUST1298,22,Female,Premium,87.97,51,1,62,Yes,0
CUST1299,54,Female,Standard,42.15,32,0,34,Yes,0
CUST1300,49,Male,Premium,76.8,11,1,50,Yes,0
CUST1301,26,Female,Standard,67.94,48,0,70,No,1
CUST1302,58,Female,Standard,67.25,38,0,44,Yes,0
CUST1303,52,Female,Premium,93.44,24,0,76,Yes,0
CUST1304,36,Female,Standard,40.58,35,0,64,Yes,0
CUST1305,65,Male,Standard,49.81,19,1,13,Yes,0
CUST1306,33,Female,Basic,32.56,6,0,2,Yes,0
CUST1307,20,Male,Standard,48.26,40,0,23,Yes,0
CUST1308,37,Female,Standard,67.29,54,0,64,Yes,0
CUST1309,41,Female,Basic,32.68,45,0,47,Yes,0
CUST1310,50,Female,Basic,21.44,44,0,9,Yes,0
CUST1311,41,Female,Standard,67.27,42,0,12,Yes,0
CUST1312,69,Male,Premium,98.73,35,0,72,Yes,0
CUST1313,28,Female,Standard,42.33,4,0,13,No,1
CUST1314,66,Female,Basic,30.65,33,1,9,Yes,0
CUST1315,25,Female,Standard,49.1,13,1,39,No,1
CUST1316,53,Male,Basic,27.86,56,1,22,Yes,0
CUST1317,55,Male,Standard,45.39,36,0,54,Yes,0
CUST1318,57,Male,Basic,31.56,54,0,62,No,1
CUST1319,37,Female,Basic,39.16,43,0,70,Yes,0
CUST1320,52,Female,Basic,30.06,19,0,41,No,1
CUST1321,65,Male,Basic,21.66,43,0,65,No,1
CUST1322,42,Female,Basic,32.4,12,0,78,Yes,0
CUST1323,52,Female,Basic,26.8,11,0,72,Yes,0
CUST1324,42,Female,Standard,65.68,6,0,46,Yes,0
CUST1325,46,Female,Standard,53.04,12,1,80,No,1
CUST1326,35,Female,Basic,23.86,27,0,51,Yes,0
CUST1327,63,Female,Premium,75.73,41,0,17,Yes,0
CUST1328,35,Male,Basic,35.38,25,0,78,Yes,0
CUST1329,19,Female,Standard,47.97,42,0,17,Yes,0
CUST1330,52,Female,Basic,35.34,3,0,23,Yes,0
CUST1331,33,Female,Basic,24.12,3,0,22,Yes,0
CUST1332,58,Female,Standard,49.65,20,0,11,Yes,0
CUST1333,53,Female,Standard,53.96,28,1,22,Yes,0
CUST1334,50,Male,Premium,98.3,23,1,20,Yes,0
CUST1335,21,Male,Standard,67.95,48,0,63,Yes,0
CUST1336,50,Male,Premium,76.21,3,0,89,Yes,0
CUST1337,31,Male,Basic,27.16,42,0,71,Yes,0
CUST1338,38,Female,Basic,22.99,24,1,33,Yes,0
CUST1339,65,Female,Basic,30.2,43,0,1,Yes,0
CUST1340,37,Male,Basic,29.21,40,0,68,Yes,0
CUST1341,25,Male,Standard,67.02,6,0,30,Yes,0
CUST1342,24,Female,Standard,67.9,20,0,67,Yes,0
CUST1343,20,Male,Basic,27.67,11,1,69,No,1
CUST1344,34,Female,Premium,84.75,32,0,86,Yes,0
CUST1345,50,Female,Premium,96.89,27,0,18,Yes,0
CUST1346,65,Female,Basic,36.13,21,0,71,No,1
CUST1347,29,Male,Basic,20.07,44,0,12,Yes,0
CUST1348,68,Male,Basic,26.4,48,1,64,No,1
CUST1349,39,Female,Basic,28.44,50,1,5,Yes,0
CUST1350,39,Female,Basic,24.59,13,0,70,Yes,0
CUST1351,63,Male,Standard,45.99,22,0,26,Yes,0
CUST1352,47,Female,Basic,20.76,35,0,78,No,1
CUST1353,55,Male,Basic,32.87,47,0,51,Yes,0
CUST1354,55,Female,Premium,77.88,22,0,86,Yes,0
CUST1355,62,Male,Standard,41.57,28,0,47,Yes,0
CUST1356,68,Female,Premium,76.93,21,0,87,No,1
CUST1357,25,Male,Basic,36.04,46,0,78,Yes,0
CUST1358,44,Male,Basic,37.03,18,0,67,Yes,0
CUST1359,44,Male,Standard,54.49,31,1,43,Yes,0
CUST1360,51,Male,Basic,28.32,46,0,16,Yes,0
CUST1361,38,Female,Basic,39.56,37,1,37,No,1
CUST1362,47,Female,Standard,46.02,21,0,9,No,1
CUST1363,50,Male,Standard,46.46,14,0,53,Yes,0
CUST1364,45,Male,Standard,48.76,25,1,5,No,1
CUST1365,64,Female,Standard,45.18,27,0,5,Yes,0
CUST1366,50,Female,Standard,51.38,40,1,51,No,1
CUST1367,22,Female,Basic,38.22,23,0,14,Yes,0
CUST1368,65,Male,Basic,32.31,31,0,67,Yes,0
CUST1369,36,Male,Basic,28.24,47,0,56,No,1
CUST1370,21,Female,Basic,38.69,29,0,55,Yes,0
CUST1371,52,Male,Premium,71.45,47,0,6,Yes,0
CUST1372,66,Female,Standard,46.31,30,0,50,Yes,0
CUST1373,34,Male,Standard,56.98,51,0,57,Yes,0
CUST1374,61,Female,Basic,32.31,26,0,63,Yes,0
CUST1375,45,Male,Basic,20.79,20,0,25,Yes,0
CUST1376,47,Female,Basic,28.06,38,0,57,Yes,0
CUST1377,46,Female,Basic,32.98,19,0,30,Yes,0
CUST1378,63,Female,Basic,33.96,27,0,65,Yes,0
CUST1379,23,Male,Premium,89.14,25,1,12,Yes,0
CUST1380,52,Female,Standard,49.62,40,1,17,Yes,0
CUST1381,58,Female,Standard,42.81,38,0,74,No,1
CUST1382,54,Female,Standard,52.81,52,1,12,Yes,0
CUST1383,41,Female,Premium,73.86,23,0,23,Yes,0
CUST1384,46,Female,Basic,38.95,29,1,56,No,1
CUST1385,66,Female,Basic,29.5,15,1,28,Yes,0
CUST1386,63,Male,Basic,26.35,59,1,55,No,1
CUST1387,48,Female,Premium,92.99,3,0,53,Yes,0
CUST1388,52,Female,Premium,84.94,10,0,4,Yes,0
CUST1389,50,Male,Basic,26.2,15,0,34,Yes,0
CUST1390,69,Male,Premium,94.36,56,1,18,Yes,0
CUST1391,38,Male,Premium,96.01,16,0,54,Yes,0
CUST1392,49,Female,Basic,33.46,17,1,76,Yes,0
CUST1393,40,Female,Basic,20.94,19,0,68,Yes,0
CUST1394,50,Female,Standard,56.99,11,1,43,Yes,0
CUST1395,20,Female,Premium,92.9,48,0,77,Yes,0
CUST1396,35,Male,Basic,22.73,5,0,37,No,1
CUST1397,42,Male,Premium,76.86,5,0,61,Yes,0
CUST1398,59,Male,Basic,37.65,58,0,21,Yes,0
CUST1399,48,Male,Standard,40.6,14,0,72,Yes,0
CUST1400,20,Male,Standard,62.58,50,1,39,No,1
CUST1401,57,Male,Standard,54.21,26,0,25,No,1
CUST1402,63,Female,Premium,83.4,8,0,4,Yes,0
CUST1403,41,Female,Premium,70.21,5,1,53,No,1
CUST1404,67,Female,Premium,94.58,7,0,85,Yes,0
CUST1405,49,Female,Basic,27.2,16,1,48,No,1
CUST1406,64,Female,Standard,56.22,55,1,2,Yes,0
CUST1407,39,Male,Basic,33.55,14,0,37,Yes,0
CUST1408,40,Female,Standard,61.08,37,0,13,Yes,0
CUST1409,19,Female,Standard,68.68,56,0,46,Yes,0
CUST1410,44,Male,Standard,55.94,41,1,13,Yes,0
CUST1411,59,Male,Standard,51.99,4,0,74,No,1
CUST1412,19,Female,Premium,98.61,36,0,72,Yes,0
CUST1413,43,Male,Basic,32.84,48,1,37,Yes,0
CUST1414,34,Female,Standard,48.94,56,0,63,Yes,0
CUST1415,57,Female,Basic,22.53,17,1,43,Yes,0
CUST1416,50,Male,Basic,36.85,47,1,69,Yes,0
CUST1417,26,Male,Basic,27.24,36,0,64,No,1
CUST1418,60,Male,Premium,89.81,6,1,24,Yes,0
CUST1419,65,Male,Premium,84.12,16,1,15,Yes,0
CUST1420,56,Male,Premium,75.97,29,0,14,Yes,0
CUST1421,46,Female,Premium,88.05,36,0,80,Yes,0
CUST1422,59,Male,Basic,21.21,38,0,2,Yes,0
CUST1423,43,Female,Basic,28.27,37,0,66,Yes,0
CUST1424,52,Male,Standard,56.4,48,1,36,Yes,0
CUST1425,67,Female,Standard,53.08,57,0,80,Yes,0
CUST1426,42,Male,Standard,62.46,48,0,54,Yes,0
CUST1427,41,Male,Basic,36.56,10,0,37,Yes,0
CUST1428,30,Female,Standard,63.14,41,0,62,Yes,0
CUST1429,24,Female,Standard,41.16,36,1,0,Yes,0
CUST1430,53,Male,Basic,23.88,29,1,70,Yes,0
CUST1431,62,Female,Standard,56.1,14,0,89,Yes,0
CUST1432,37,Male,Standard,68.04,4,0,18,Yes,0
CUST1433,18,Female,Standard,65.05,44,0,51,Yes,0
CUST1434,25,Male,Basic,36.85,56,0,29,Yes,0
CUST1435,63,Male,Standard,49.1,42,0,54,No,1
CUST1436,33,Female,Basic,28.59,36,0,13,No,1
CUST1437,31,Female,Basic,29.41,50,1,12,Yes,0
CUST1438,29,Male,Premium,74.72,45,0,83,Yes,0
CUST1439,68,Female,Standard,40.93,13,1,89,Yes,0
CUST1440,40,Female,Basic,38.94,46,0,26,Yes,0
CUST1441,32,Male,Standard,47.22,18,0,88,Yes,0
CUST1442,45,Female,Standard,47.2,33,1,8,Yes,0
CUST1443,51,Male,Premium,72.5,21,0,40,No,1
CUST1444,19,Female,Standard,67.86,16,1,47,Yes,0
CUST1445,49,Female,Standard,57.39,15,0,11,Yes,0
CUST1446,40,Female,Standard,60.01,54,0,9,Yes,0
CUST1447,39,Male,Basic,38.23,57,1,5,Yes,0
CUST1448,68,Male,Basic,26.91,5,0,33,No,1
CUST1449,42,Male,Standard,58.65,6,1,51,Yes,0
CUST1450,39,Male,Standard,41.16,38,1,40,Yes,0
CUST1451,39,Male,Standard,45.6,3,0,82,Yes,0
CUST1452,66,Female,Basic,36.62,48,0,5,Yes,0
